NFE, Elapsed Time, Approximation Set, Population, Population Size
40, 2.425749741, "[[0.0,0.0][117.0,0.0]]", "[[1.161895003862225,2.1213203435596424][117.0,0.0], [0.0,0.0][117.0,0.0], [0.0,1.4142135623730951][117.0,0.0], [0.0,0.0][117.0,0.0], [1.6278820596099708,3.5355339059327378][117.0,0.0], [1.5329709716755893,1.4142135623730951][117.0,0.0], [2.4698178070456946,1.4142135623730951][117.0,0.0], [0.0,0.0][117.0,0.0], [0.0,0.0][117.0,0.0], [0.0,0.0][117.0,0.0], [0.0,0.0][117.0,0.0], [0.0,0.0][117.0,0.0], [3.0983866769659336,1.4142135623730951][117.0,0.0], [0.0,0.0][117.0,0.0], [0.0,0.0][117.0,0.0], [2.469817807045694,0.0][117.0,0.0], [0.0,0.0][117.0,0.0], [0.0,0.0][117.0,0.0], [1.6278820596099708,0.0][117.0,0.0], [2.469817807045694,4.949747468305833][117.0,0.0], [1.9364916731037085,2.8284271247461903][117.0,0.0], [0.0,0.0][117.0,0.0], [2.469817807045694,0.0][117.0,0.0], [1.1618950038622249,4.949747468305833][117.0,0.0], [0.0,0.0][117.0,0.0], [0.0,0.0][117.0,0.0], [0.0,0.0][117.0,0.0], [0.0,0.0][117.0,0.0], [0.0,0.0][117.0,0.0], [0.9219544457292886,0.0][117.0,0.0], [0.0,2.8284271247461903][117.0,0.0], [1.9364916731037087,0.0][117.0,0.0], [2.6267851073127395,1.4142135623730951][117.0,0.0], [0.0,0.0][117.0,0.0], [0.0,0.0][117.0,0.0], [0.0,0.0][117.0,0.0], [2.4698178070456946,0.0][117.0,0.0], [0.3872983346207417,0.0][117.0,0.0], [1.6278820596099706,2.1213203435596424][117.0,0.0], [2.4698178070456946,0.0][117.0,0.0]]", 40
80, 2.6400626590000003, "[[0.0,0.0][116.0,0.0]]", "[[0.0,0.0][116.0,0.0], [0.0,0.0][116.0,0.0], [0.0,0.0][116.0,0.0], [0.0,0.0][116.0,0.0], [0.0,0.0][116.0,0.0], [0.0,0.0][116.0,0.0], [0.0,0.0][116.0,0.0], [0.0,0.0][116.0,0.0], [0.0,0.0][116.0,0.0], [0.0,0.0][116.0,0.0], [0.0,0.0][116.0,0.0], [0.0,0.0][116.0,0.0], [0.0,0.0][116.0,0.0], [0.0,0.0][116.0,0.0], [0.0,0.0][116.0,0.0], [0.0,0.0][116.0,0.0], [0.0,0.0][116.0,0.0], [0.0,0.0][116.0,0.0], [0.31622776601683794,7.0710678118654755][116.0,0.0], [1.485547096552834,0.0][116.0,0.0], [0.9486832980505135,0.7071067811865476][116.0,0.0], [0.9486832980505137,4.242640687119285][116.0,0.0], [1.5329709716755893,0.7071067811865476][116.0,0.0], [1.2247448713915892,5.656854249492381][116.0,0.0], [3.0659419433511785,0.7071067811865476][116.0,0.0], [2.016597794967223,2.0][116.0,0.0], [1.7606816861659007,4.242640687119285][116.0,0.0], [2.3769728648009427,1.4142135623730951][116.0,0.0], [1.5811388300841898,4.949747468305833][116.0,0.0], [2.418677324489565,2.1213203435596424][116.0,0.0], [2.0165977949672236,2.3094010767585034][116.0,0.0], [2.39791576165636,3.5355339059327378][116.0,0.0], [2.8460498941515415,2.1213203435596424][116.0,0.0], [2.418677324489565,3.5355339059327378][116.0,0.0], [2.8460498941515415,4.949747468305833][116.0,0.0], [2.8460498941515415,6.363961030678928][116.0,0.0], [0.0,0.0][117.0,0.0], [0.0,0.0][117.0,0.0], [0.0,0.0][117.0,0.0], [0.0,0.0][117.0,0.0]]", 40
120, 2.7354101930000003, "[[0.0,0.0][115.0,0.0]]", "[[0.0,0.0][115.0,0.0], [0.0,0.0][115.0,0.0], [0.0,0.0][115.0,0.0], [0.0,0.0][115.0,0.0], [0.0,0.0][115.0,0.0], [0.0,0.0][115.0,0.0], [0.0,0.0][115.0,0.0], [0.0,0.0][115.0,0.0], [0.0,0.0][115.0,0.0], [0.0,0.0][115.0,0.0], [0.0,0.0][115.0,0.0], [0.0,0.0][115.0,0.0], [0.0,0.0][115.0,0.0], [3.788139384975162,0.7071067811865476][115.0,0.0], [0.9486832980505138,4.163331998932266][115.0,0.0], [1.9349795361346498,2.0][115.0,0.0], [0.9999999999999999,2.1213203435596424][115.0,0.0], [4.706378650300038,0.7071067811865476][115.0,0.0], [1.0723805294763609,3.5355339059327378][115.0,0.0], [1.5000000000000002,2.8284271247461903][115.0,0.0], [1.97484176581315,3.7859388972001824][115.0,0.0], [1.5329709716755893,4.242640687119285][115.0,0.0], [1.6124515496597098,6.363961030678928][115.0,0.0], [3.9812058474788765,4.242640687119285][115.0,0.0], [1.8303005217723127,4.949747468305833][115.0,0.0], [1.61245154965971,9.192388155425117][115.0,0.0], [4.674398357008097,4.242640687119285][115.0,0.0], [1.9832633040858025,5.033222956847167][115.0,0.0], [1.9621416870348585,6.363961030678928][115.0,0.0], [3.3763886032268267,5.656854249492381][115.0,0.0], [1.7748239349298849,10.606601717798213][115.0,0.0], [2.345207879911715,7.0710678118654755][115.0,0.0], [6.488451279003334,5.656854249492381][115.0,0.0], [2.0856653614614213,10.606601717798213][115.0,0.0], [2.4799193535274493,7.0710678118654755][115.0,0.0], [2.4494897427831783,8.48528137423857][115.0,0.0], [0.0,0.0][116.0,0.0], [0.0,0.0][116.0,0.0], [0.0,0.0][116.0,0.0], [0.0,0.0][116.0,0.0]]", 40
160, 2.813595834, "[[0.0,0.0][114.0,0.0]]", "[[0.0,0.0][114.0,0.0], [0.0,0.0][114.0,0.0], [0.0,0.0][114.0,0.0], [0.0,0.0][114.0,0.0], [0.0,0.0][114.0,0.0], [0.0,0.0][114.0,0.0], [0.0,0.0][114.0,0.0], [0.0,0.0][114.0,0.0], [0.0,0.0][114.0,0.0], [0.0,0.0][114.0,0.0], [0.0,0.0][114.0,0.0], [0.0,0.0][114.0,0.0], [3.7881393849751617,0.0][114.0,0.0], [0.9219544457292886,5.656854249492381][114.0,0.0], [2.875181153713043,2.6457513110645907][114.0,0.0], [1.88193896308786,4.041451884327381][114.0,0.0], [1.7795130420052185,5.507570547286102][114.0,0.0], [1.6212356639456653,7.505553499465135][114.0,0.0], [4.018706259482023,2.1213203435596424][114.0,0.0], [3.3859283253265176,2.6457513110645907][114.0,0.0], [1.798147194568157,5.5677643628300215][114.0,0.0], [1.6532795690182993,5.8594652770823155][114.0,0.0], [8.980534505250786,2.8284271247461903][114.0,0.0], [1.7748239349298849,9.899494936611665][114.0,0.0], [4.254409477236529,4.242640687119285][114.0,0.0], [3.9560080889704965,9.192388155425117][114.0,0.0], [8.980534505250786,4.242640687119285][114.0,0.0], [2.418677324489565,11.313708498984761][114.0,0.0], [4.2895221179054435,7.7781745930520225][114.0,0.0], [3.5142566781611158,12.727922061357855][114.0,0.0], [5.531726674375733,7.7781745930520225][114.0,0.0], [6.640783086353597,7.7781745930520225][114.0,0.0], [6.511528238439882,12.727922061357855][114.0,0.0], [7.106335201775947,7.7781745930520225][114.0,0.0], [7.355270219373316,7.7781745930520225][114.0,0.0], [0.0,0.0][115.0,0.0], [0.0,0.0][115.0,0.0], [0.0,0.0][115.0,0.0], [0.0,0.0][115.0,0.0], [0.0,0.0][115.0,0.0]]", 40
200, 2.924844546, "[[0.0,0.0][113.0,0.0]]", "[[0.0,0.0][113.0,0.0], [0.0,0.0][113.0,0.0], [0.0,0.0][113.0,0.0], [0.0,0.0][113.0,0.0], [0.0,0.0][113.0,0.0], [0.0,0.0][113.0,0.0], [0.0,0.0][113.0,0.0], [0.0,0.0][113.0,0.0], [0.0,0.0][113.0,0.0], [0.752772652709081,6.557438524302][113.0,0.0], [2.758201849180761,2.0816659994661326][113.0,0.0], [1.7000761083897438,4.573474244670748][113.0,0.0], [1.5171489465152574,4.7871355387816905][113.0,0.0], [1.58241580490225,5.737304826019502][113.0,0.0], [2.960855732160327,2.081665999466133][113.0,0.0], [2.569046515733026,12.020815280171307][113.0,0.0], [3.9812058474788765,2.1213203435596424][113.0,0.0], [3.3689761055846033,7.7781745930520225][113.0,0.0], [2.98328677803526,11.313708498984761][113.0,0.0], [9.2951600308978,4.949747468305833][113.0,0.0], [2.8284271247461903,13.435028842544403][113.0,0.0], [3.626292872893749,9.899494936611665][113.0,0.0], [8.938679992034617,7.0710678118654755][113.0,0.0], [6.43039656630911,9.899494936611665][113.0,0.0], [3.7282703764614493,13.435028842544403][113.0,0.0], [4.8836461788299115,12.020815280171307][113.0,0.0], [4.706378650300038,16.263455967290593][113.0,0.0], [5.9076221950967716,13.435028842544403][113.0,0.0], [6.568865959965997,18.384776310850235][113.0,0.0], [0.0,0.0][114.0,0.0], [0.0,0.0][114.0,0.0], [0.0,0.0][114.0,0.0], [0.0,0.0][114.0,0.0], [0.0,0.0][114.0,0.0], [0.0,0.0][114.0,0.0], [0.0,0.0][114.0,0.0], [0.0,0.0][114.0,0.0], [0.0,0.0][114.0,0.0], [0.0,0.0][114.0,0.0], [0.0,0.0][114.0,0.0]]", 40
240, 3.0354801100000004, "[[0.0,0.0][112.0,0.0]]", "[[0.0,0.0][112.0,0.0], [0.0,0.0][112.0,0.0], [0.0,0.0][112.0,0.0], [0.0,0.0][112.0,0.0], [0.0,0.0][112.0,0.0], [0.0,0.0][112.0,0.0], [4.0743097574926725,2.8284271247461903][112.0,0.0], [1.250740970427769,4.324349662087931][112.0,0.0], [2.2599418447032384,3.1622776601683795][112.0,0.0], [1.3821339102714196,4.147288270665544][112.0,0.0], [1.250740970427769,4.560701700396552][112.0,0.0], [4.674398357008097,5.656854249492381][112.0,0.0], [2.479919353527449,15.556349186104045][112.0,0.0], [3.449637662132068,9.814954576223638][112.0,0.0], [2.7097110263160467,10.44030650891055][112.0,0.0], [3.449637662132068,9.814954576223638][112.0,0.0], [2.889636655359978,12.727922061357855][112.0,0.0], [4.984977432245807,6.363961030678928][112.0,0.0], [4.841865096993105,10.969655114602888][112.0,0.0], [3.7515909145044932,11.789826122551595][112.0,0.0], [4.320493798938573,12.662279942148386][112.0,0.0], [10.781929326423914,9.192388155425117][112.0,0.0], [6.0950799830683104,12.020815280171307][112.0,0.0], [8.737848705488096,11.313708498984761][112.0,0.0], [9.486832980505138,10.606601717798213][112.0,0.0], [4.959838707054898,18.384776310850235][112.0,0.0], [8.396427811873332,14.142135623730951][112.0,0.0], [6.292853089020909,16.97056274847714][112.0,0.0], [6.469157595854347,19.091883092036785][112.0,0.0], [6.881133627535509,19.79898987322333][112.0,0.0], [0.0,0.0][113.0,0.0], [0.0,0.0][113.0,0.0], [0.0,0.0][113.0,0.0], [0.0,0.0][113.0,0.0], [0.0,0.0][113.0,0.0], [0.0,0.0][113.0,0.0], [0.0,0.0][113.0,0.0], [0.0,0.0][113.0,0.0], [0.0,0.0][113.0,0.0], [0.0,0.0][113.0,0.0]]", 40
280, 3.187656198, "[[0.0,0.0][111.0,0.0]]", "[[0.0,0.0][111.0,0.0], [0.0,0.0][111.0,0.0], [0.0,0.0][111.0,0.0], [0.0,0.0][111.0,0.0], [1.1032186025476771,4.47213595499958][111.0,0.0], [1.355556606960269,3.7103458958251676][111.0,0.0], [1.283858138846432,3.8166302763912916][111.0,0.0], [1.4296372301712412,4.033195589934446][111.0,0.0], [1.4738260951385318,4.033195589934446][111.0,0.0], [1.534799480800063,6.6932802122726045][111.0,0.0], [6.156297588648553,6.363961030678928][111.0,0.0], [6.391400472509918,8.48528137423857][111.0,0.0], [2.1245727907991823,9.643650760992955][111.0,0.0], [2.9217805946372972,8.5][111.0,0.0], [2.7748873851023217,8.88350531415762][111.0,0.0], [3.131723940269473,9.073771725877465][111.0,0.0], [3.278719262151,11.313708498984761][111.0,0.0], [4.336002484668272,9.848857801796104][111.0,0.0], [4.157269208370514,11.16542281629615][111.0,0.0], [3.9157800414902435,15.01110699893027][111.0,0.0], [6.855654600401043,11.547005383792516][111.0,0.0], [3.9601189820454032,14.0][111.0,0.0], [6.939020103732226,19.091883092036785][111.0,0.0], [8.50588031893231,14.849242404917497][111.0,0.0], [8.191458966508959,19.79898987322333][111.0,0.0], [8.88256719648098,19.79898987322333][111.0,0.0], [0.0,0.0][112.0,0.0], [0.0,0.0][112.0,0.0], [0.0,0.0][112.0,0.0], [0.0,0.0][112.0,0.0], [0.0,0.0][112.0,0.0], [0.0,0.0][112.0,0.0], [0.0,0.0][112.0,0.0], [4.0743097574926725,2.8284271247461903][112.0,0.0], [1.250740970427769,4.324349662087931][112.0,0.0], [1.2664032149084874,2.9664793948382653][112.0,0.0], [2.2599418447032384,3.1622776601683795][112.0,0.0], [1.250740970427769,4.560701700396552][112.0,0.0], [1.3821339102714196,4.147288270665544][112.0,0.0], [1.3821339102714196,4.147288270665544][112.0,0.0]]", 40
320, 3.25684744, "[[0.0,0.0][110.0,0.0]]", "[[0.0,0.0][110.0,0.0], [0.0,0.0][110.0,0.0], [0.0,0.0][110.0,0.0], [0.0,0.0][110.0,0.0], [0.0,0.0][110.0,0.0], [1.1316404544487644,4.4907311951024935][110.0,0.0], [1.4775133500843023,3.5523298860110972][110.0,0.0], [1.2868336113552636,3.7352886036263584][110.0,0.0], [1.323866668997424,3.8815804341359033][110.0,0.0], [1.4515628041254252,4.888762624632126][110.0,0.0], [2.571280438809665,8.23407554009556][110.0,0.0], [2.1245727907991823,9.073771725877465][110.0,0.0], [3.3391615714128,8.48528137423857][110.0,0.0], [3.2031441509528418,12.701705922171767][110.0,0.0], [3.3391615714128,8.48528137423857][110.0,0.0], [3.3578827699377016,12.110601416389967][110.0,0.0], [5.191442075913089,8.736894948054104][110.0,0.0], [3.8413524923881273,10.996211468804457][110.0,0.0], [3.827531841800927,12.020815280171307][110.0,0.0], [5.580606058016495,10.0][110.0,0.0], [3.777124126457412,15.588457268119896][110.0,0.0], [5.890804972246108,11.644025649805712][110.0,0.0], [6.375735251718032,12.020815280171307][110.0,0.0], [6.945022198188666,16.165807537309522][110.0,0.0], [7.625614729318548,19.091883092036785][110.0,0.0], [8.494115610232768,23.33452377915607][110.0,0.0], [0.0,0.0][111.0,0.0], [0.0,0.0][111.0,0.0], [0.0,0.0][111.0,0.0], [0.0,0.0][111.0,0.0], [0.0,0.0][111.0,0.0], [1.1032186025476771,4.47213595499958][111.0,0.0], [6.434283176858165,2.1213203435596424][111.0,0.0], [1.355556606960269,3.7103458958251676][111.0,0.0], [1.283858138846432,3.8166302763912916][111.0,0.0], [1.4296372301712412,4.033195589934446][111.0,0.0], [1.283858138846432,4.535048695071164][111.0,0.0], [1.4738260951385318,4.033195589934446][111.0,0.0], [1.4296372301712412,4.273952113286562][111.0,0.0], [1.534799480800063,6.6932802122726045][111.0,0.0]]", 40
360, 3.3367231850000003, "[[0.0,0.0][109.0,0.0]]", "[[0.0,0.0][109.0,0.0], [0.0,0.0][109.0,0.0], [0.0,0.0][109.0,0.0], [0.0,0.0][109.0,0.0], [1.2251003881091402,3.6815175442433286][109.0,0.0], [0.8810561453288946,3.958114029012639][109.0,0.0], [1.317556314439907,4.180453381654971][109.0,0.0], [1.0060073284903175,4.4986770542121866][109.0,0.0], [1.5081067659075895,4.857983120596447][109.0,0.0], [2.1007457953380384,8.12403840463596][109.0,0.0], [5.074723912720381,7.571877794400365][109.0,0.0], [5.259512438589212,9.29157324317757][109.0,0.0], [2.1159840516220703,9.429563439877091][109.0,0.0], [4.767840485187685,9.370165420097983][109.0,0.0], [2.7244855581709,9.60902353693305][109.0,0.0], [2.305491358013677,11.436782764396638][109.0,0.0], [3.3241906150361267,10.770329614269007][109.0,0.0], [5.82083796499636,10.83205120618128][109.0,0.0], [3.7275396279696547,14.364307617610162][109.0,0.0], [3.844824436576119,11.030261405182864][109.0,0.0], [4.842688594478673,11.077003204838393][109.0,0.0], [3.7275396279696547,15.307950004273378][109.0,0.0], [4.04519170353001,11.445523142259598][109.0,0.0], [3.9560080889704965,14.142135623730951][109.0,0.0], [4.543310439624647,11.532562594670797][109.0,0.0], [4.7169905660283025,14.142135623730951][109.0,0.0], [4.924428900898052,17.67766952966369][109.0,0.0], [0.0,0.0][110.0,0.0], [0.0,0.0][110.0,0.0], [0.0,0.0][110.0,0.0], [0.0,0.0][110.0,0.0], [0.0,0.0][110.0,0.0], [0.0,0.0][110.0,0.0], [1.1316404544487644,4.4907311951024935][110.0,0.0], [1.4775133500843023,3.5523298860110972][110.0,0.0], [1.2868336113552636,3.7352886036263584][110.0,0.0], [1.323866668997424,3.8815804341359033][110.0,0.0], [1.3263651185111034,4.029651999626672][110.0,0.0], [1.4813348661463988,3.903600291794133][110.0,0.0], [1.4515628041254252,4.888762624632126][110.0,0.0]]", 40
400, 3.422802062, "[[0.0,0.0][108.0,0.0]]", "[[0.0,0.0][108.0,0.0], [0.0,0.0][108.0,0.0], [0.0,0.0][108.0,0.0], [0.8528464044151453,3.6780127484523186][108.0,0.0], [1.2423026994445465,3.4560735588879536][108.0,0.0], [0.883005323924826,5.727959829601096][108.0,0.0], [1.2885294375307104,3.7606990231680526][108.0,0.0], [1.269551792438895,4.026696625558687][108.0,0.0], [1.6052933185095954,4.111540089159038][108.0,0.0], [2.513766960317949,9.069178573608527][108.0,0.0], [4.327381310407391,8.77876225140348][108.0,0.0], [4.32691332424297,9.055385138137417][108.0,0.0], [2.7934219721358144,10.14889156509222][108.0,0.0], [4.336235037085498,9.848857801796104][108.0,0.0], [2.9485481299150047,10.14889156509222][108.0,0.0], [3.1245242894639875,10.310189135025603][108.0,0.0], [3.22490309931942,13.435028842544403][108.0,0.0], [4.326076125418636,10.457851914550456][108.0,0.0], [4.110960958218893,16.97056274847714][108.0,0.0], [5.7269836679199795,13.744695946679455][108.0,0.0], [4.55521678957215,16.263455967290593][108.0,0.0], [7.010706098532443,24.748737341529164][108.0,0.0], [9.899494936611665,19.79898987322333][108.0,0.0], [9.7082439194738,21.920310216782973][108.0,0.0], [0.0,0.0][109.0,0.0], [0.0,0.0][109.0,0.0], [0.0,0.0][109.0,0.0], [0.0,0.0][109.0,0.0], [0.8810561453288946,3.958114029012639][109.0,0.0], [1.0270776220868325,3.1622776601683795][109.0,0.0], [1.2251003881091402,3.6815175442433286][109.0,0.0], [1.0060073284903175,4.4986770542121866][109.0,0.0], [1.08362726392461,4.785891965429423][109.0,0.0], [1.2588223520368362,3.955105199973465][109.0,0.0], [1.2251003881091402,4.223657859520077][109.0,0.0], [1.317556314439907,4.180453381654971][109.0,0.0], [1.5081067659075895,4.857983120596447][109.0,0.0], [1.5081067659075895,7.042726744663604][109.0,0.0], [2.1007457953380384,8.12403840463596][109.0,0.0], [5.074723912720381,7.571877794400365][109.0,0.0]]", 40
