NFE, Elapsed Time, Approximation Set, Population, Population Size
72, 2.648012494, "[[0.0,-0.0], [113.0,-0.7356101480176755], [108.0,-0.1975609756097561], [300.0,-1.544460952320657]]", "[[0.0,-0.0], [0.0,-0.0], [0.0,-0.0], [108.0,-0.0], [157.0,-0.0], [112.0,-0.0], [0.0,-0.0], [165.0,-0.11289051636228795], [154.0,-0.0691865671641791], [113.0,-0.0], [145.0,-0.2128695652173913], [0.0,-0.0], [0.0,-0.0], [153.0,-0.0], [0.0,-0.0], [0.0,-0.0], [144.0,-0.0], [131.0,-0.0], [125.0,-0.668267373931735], [127.0,-0.0], [159.0,-0.2128695652173913], [0.0,-0.0], [235.0,-0.0], [0.0,-0.0], [161.0,-0.0], [0.0,-0.0], [139.0,-0.0], [149.0,-0.0], [135.0,-0.0], [170.0,-0.0], [165.0,-0.0], [151.0,-0.07676865671641792], [141.0,-0.2765853658536585], [154.0,-0.0], [130.0,-0.07676865671641792], [118.0,-0.0], [154.0,-0.3099130434782609], [172.0,-0.2128695652173913], [154.0,-0.0], [0.0,-0.0], [157.0,-0.0], [113.0,-0.7356101480176755], [0.0,-0.0], [0.0,-0.0], [172.0,-0.0], [111.0,-0.0], [0.0,-0.0], [139.0,-0.0], [128.0,-0.7356101480176755], [141.0,-0.2128695652173913], [138.0,-0.0], [143.0,-0.0], [131.0,-0.30110728587030006], [292.0,-0.0], [0.0,-0.0], [143.0,-0.02348452857662905], [172.0,-0.3894758822159464], [0.0,-0.0], [285.0,-0.5719853278675551], [0.0,-0.0], [115.0,-0.0], [0.0,-0.0], [144.0,-0.1202067868504772], [141.0,-0.0], [283.0,-0.0], [145.0,-0.0], [159.0,-0.0], [0.0,-0.0], [135.0,-0.0], [136.0,-0.0], [108.0,-0.1975609756097561], [300.0,-1.544460952320657]]", 72
144, 3.051455321, "[[0.0,-0.0], [300.0,-1.544460952320657], [194.0,-1.012195513871334], [53.0,-0.7356101480176755], [89.0,-0.7853662757263524]]", "[[0.0,-0.0], [300.0,-1.544460952320657], [194.0,-1.012195513871334], [53.0,-0.7356101480176755], [89.0,-0.7853662757263524], [0.0,-0.0], [0.0,-0.0], [0.0,-0.0], [0.0,-0.0], [0.0,-0.0], [0.0,-0.0], [0.0,-0.0], [0.0,-0.0], [0.0,-0.0], [0.0,-0.0], [0.0,-0.0], [0.0,-0.0], [0.0,-0.0], [0.0,-0.0], [0.0,-0.0], [0.0,-0.0], [0.0,-0.0], [0.0,-0.0], [0.0,-0.0], [53.0,-0.7356101480176755], [89.0,-0.7853662757263524], [51.0,-0.0], [211.0,-0.7853662757263524], [113.0,-0.7356101480176755], [99.0,-0.3099130434782609], [62.0,-0.30110728587030006], [51.0,-0.0], [51.0,-0.0], [99.0,-0.3099130434782609], [53.0,-0.0], [225.0,-0.7853662757263524], [83.0,-0.2765853658536585], [125.0,-0.668267373931735], [128.0,-0.7356101480176755], [66.0,-0.07676865671641792], [53.0,-0.0], [53.0,-0.0], [285.0,-0.5719853278675551], [54.0,-0.0], [172.0,-0.3894758822159464], [84.0,-0.2128695652173913], [74.0,-0.02348452857662905], [131.0,-0.30110728587030006], [154.0,-0.3099130434782609], [54.0,-0.0], [56.0,-0.0], [368.0,-0.5074740190880169], [255.0,-0.3099130434782609], [141.0,-0.2765853658536585], [108.0,-0.1975609756097561], [232.0,-0.30006989443028753], [85.0,-0.0691865671641791], [89.0,-0.11289051636228795], [56.0,-0.0], [85.0,-0.0691865671641791], [56.0,-0.0], [57.0,-0.0], [483.0,-0.3967921527041357], [348.0,-0.3099130434782609], [130.0,-0.07676865671641792], [141.0,-0.2128695652173913], [222.0,-0.2765853658536585], [236.0,-0.2820561323815704], [145.0,-0.2128695652173913], [58.0,-0.0], [143.0,-0.02348452857662905], [144.0,-0.1202067868504772]]", 72
216, 3.348914686, "[[0.0,-0.0], [300.0,-1.544460952320657], [53.0,-0.7356101480176755], [276.0,-1.0356800424479633], [194.0,-1.012195513871334], [103.0,-0.9331711236274316], [89.0,-0.7853662757263524]]", "[[0.0,-0.0], [300.0,-1.544460952320657], [53.0,-0.7356101480176755], [276.0,-1.0356800424479633], [194.0,-1.012195513871334], [103.0,-0.9331711236274316], [89.0,-0.7853662757263524], [0.0,-0.0], [0.0,-0.0], [0.0,-0.0], [0.0,-0.0], [0.0,-0.0], [0.0,-0.0], [0.0,-0.0], [0.0,-0.0], [0.0,-0.0], [0.0,-0.0], [0.0,-0.0], [0.0,-0.0], [0.0,-0.0], [0.0,-0.0], [0.0,-0.0], [0.0,-0.0], [0.0,-0.0], [0.0,-0.0], [0.0,-0.0], [53.0,-0.7356101480176755], [89.0,-0.7853662757263524], [0.0,-0.0], [0.0,-0.0], [0.0,-0.0], [0.0,-0.0], [0.0,-0.0], [0.0,-0.0], [0.0,-0.0], [0.0,-0.0], [89.0,-0.7853662757263524], [0.0,-0.0], [0.0,-0.0], [0.0,-0.0], [0.0,-0.0], [89.0,-0.7853662757263524], [0.0,-0.0], [0.0,-0.0], [0.0,-0.0], [51.0,-0.0], [146.0,-0.7853662757263524], [56.0,-0.668267373931735], [106.0,-0.7356101480176755], [51.0,-0.0], [51.0,-0.0], [211.0,-0.7853662757263524], [52.0,-0.0], [113.0,-0.7356101480176755], [99.0,-0.3099130434782609], [62.0,-0.30110728587030006], [99.0,-0.3099130434782609], [52.0,-0.0], [62.0,-0.30110728587030006], [99.0,-0.3099130434782609], [53.0,-0.0], [217.0,-0.7853662757263524], [83.0,-0.2765853658536585], [125.0,-0.668267373931735], [128.0,-0.7356101480176755], [66.0,-0.07676865671641792], [53.0,-0.0], [53.0,-0.0], [53.0,-0.0], [53.0,-0.0], [53.0,-0.0], [66.0,-0.07676865671641792]]", 72
288, 3.722547413, "[[0.0,-0.0], [300.0,-1.544460952320657], [53.0,-0.7356101480176755], [189.0,-1.4038775219494106], [184.0,-0.9693746598020351], [103.0,-0.9331711236274316], [89.0,-0.7853662757263524]]", "[[0.0,-0.0], [300.0,-1.544460952320657], [53.0,-0.7356101480176755], [189.0,-1.4038775219494106], [184.0,-0.9693746598020351], [103.0,-0.9331711236274316], [89.0,-0.7853662757263524], [0.0,-0.0], [0.0,-0.0], [0.0,-0.0], [0.0,-0.0], [0.0,-0.0], [0.0,-0.0], [0.0,-0.0], [0.0,-0.0], [0.0,-0.0], [0.0,-0.0], [0.0,-0.0], [0.0,-0.0], [0.0,-0.0], [0.0,-0.0], [0.0,-0.0], [0.0,-0.0], [0.0,-0.0], [0.0,-0.0], [0.0,-0.0], [53.0,-0.7356101480176755], [89.0,-0.7853662757263524], [0.0,-0.0], [0.0,-0.0], [0.0,-0.0], [0.0,-0.0], [0.0,-0.0], [0.0,-0.0], [0.0,-0.0], [0.0,-0.0], [89.0,-0.7853662757263524], [0.0,-0.0], [0.0,-0.0], [0.0,-0.0], [0.0,-0.0], [89.0,-0.7853662757263524], [0.0,-0.0], [0.0,-0.0], [0.0,-0.0], [0.0,-0.0], [0.0,-0.0], [0.0,-0.0], [89.0,-0.7853662757263524], [53.0,-0.7356101480176755], [0.0,-0.0], [0.0,-0.0], [0.0,-0.0], [0.0,-0.0], [0.0,-0.0], [0.0,-0.0], [0.0,-0.0], [0.0,-0.0], [51.0,-0.0], [305.0,-1.0952793192046133], [56.0,-0.668267373931735], [194.0,-1.012195513871334], [146.0,-0.7853662757263524], [276.0,-1.0356800424479633], [106.0,-0.7356101480176755], [51.0,-0.0], [51.0,-0.0], [51.0,-0.0], [52.0,-0.0], [216.0,-0.9484797132350669], [113.0,-0.7356101480176755], [211.0,-0.7853662757263524]]", 72
360, 4.029228711, "[[0.0,-0.0], [300.0,-1.544460952320657], [189.0,-1.4038775219494106], [53.0,-0.7356101480176755], [118.0,-0.9693746598020351], [89.0,-0.7853662757263524], [103.0,-0.9331711236274316]]", "[[0.0,-0.0], [300.0,-1.544460952320657], [189.0,-1.4038775219494106], [53.0,-0.7356101480176755], [118.0,-0.9693746598020351], [89.0,-0.7853662757263524], [103.0,-0.9331711236274316], [0.0,-0.0], [0.0,-0.0], [0.0,-0.0], [0.0,-0.0], [0.0,-0.0], [0.0,-0.0], [0.0,-0.0], [0.0,-0.0], [0.0,-0.0], [0.0,-0.0], [0.0,-0.0], [0.0,-0.0], [0.0,-0.0], [0.0,-0.0], [0.0,-0.0], [0.0,-0.0], [0.0,-0.0], [0.0,-0.0], [0.0,-0.0], [53.0,-0.7356101480176755], [89.0,-0.7853662757263524], [0.0,-0.0], [0.0,-0.0], [0.0,-0.0], [0.0,-0.0], [0.0,-0.0], [0.0,-0.0], [0.0,-0.0], [0.0,-0.0], [89.0,-0.7853662757263524], [0.0,-0.0], [0.0,-0.0], [0.0,-0.0], [0.0,-0.0], [89.0,-0.7853662757263524], [0.0,-0.0], [0.0,-0.0], [0.0,-0.0], [0.0,-0.0], [0.0,-0.0], [0.0,-0.0], [89.0,-0.7853662757263524], [53.0,-0.7356101480176755], [0.0,-0.0], [0.0,-0.0], [0.0,-0.0], [0.0,-0.0], [0.0,-0.0], [0.0,-0.0], [0.0,-0.0], [0.0,-0.0], [0.0,-0.0], [0.0,-0.0], [0.0,-0.0], [0.0,-0.0], [0.0,-0.0], [0.0,-0.0], [0.0,-0.0], [53.0,-0.7356101480176755], [51.0,-0.0], [305.0,-1.0952793192046133], [56.0,-0.668267373931735], [146.0,-0.7853662757263524], [106.0,-0.7356101480176755], [194.0,-1.012195513871334]]", 72
432, 4.301747069, "[[0.0,-0.0], [300.0,-1.544460952320657], [189.0,-1.4038775219494106], [50.0,-0.1975609756097561], [118.0,-0.9693746598020351], [53.0,-0.7356101480176755], [89.0,-0.7853662757263524], [103.0,-0.9331711236274316]]", "[[0.0,-0.0], [300.0,-1.544460952320657], [189.0,-1.4038775219494106], [50.0,-0.1975609756097561], [118.0,-0.9693746598020351], [53.0,-0.7356101480176755], [89.0,-0.7853662757263524], [103.0,-0.9331711236274316], [0.0,-0.0], [0.0,-0.0], [0.0,-0.0], [0.0,-0.0], [0.0,-0.0], [0.0,-0.0], [0.0,-0.0], [0.0,-0.0], [0.0,-0.0], [0.0,-0.0], [0.0,-0.0], [0.0,-0.0], [0.0,-0.0], [0.0,-0.0], [0.0,-0.0], [0.0,-0.0], [0.0,-0.0], [0.0,-0.0], [0.0,-0.0], [53.0,-0.7356101480176755], [89.0,-0.7853662757263524], [0.0,-0.0], [0.0,-0.0], [0.0,-0.0], [0.0,-0.0], [0.0,-0.0], [0.0,-0.0], [0.0,-0.0], [0.0,-0.0], [89.0,-0.7853662757263524], [0.0,-0.0], [0.0,-0.0], [0.0,-0.0], [0.0,-0.0], [89.0,-0.7853662757263524], [0.0,-0.0], [0.0,-0.0], [0.0,-0.0], [0.0,-0.0], [0.0,-0.0], [0.0,-0.0], [89.0,-0.7853662757263524], [53.0,-0.7356101480176755], [0.0,-0.0], [0.0,-0.0], [0.0,-0.0], [0.0,-0.0], [0.0,-0.0], [0.0,-0.0], [0.0,-0.0], [0.0,-0.0], [0.0,-0.0], [0.0,-0.0], [0.0,-0.0], [0.0,-0.0], [0.0,-0.0], [0.0,-0.0], [0.0,-0.0], [53.0,-0.7356101480176755], [0.0,-0.0], [53.0,-0.7356101480176755], [0.0,-0.0], [51.0,-0.0], [305.0,-1.0952793192046133]]", 72
504, 4.6099332330000005, "[[0.0,-0.0], [300.0,-1.544460952320657], [189.0,-1.4038775219494106], [50.0,-0.1975609756097561], [118.0,-0.9693746598020351], [53.0,-0.7356101480176755], [89.0,-0.7853662757263524], [103.0,-0.9331711236274316]]", "[[0.0,-0.0], [300.0,-1.544460952320657], [189.0,-1.4038775219494106], [50.0,-0.1975609756097561], [118.0,-0.9693746598020351], [53.0,-0.7356101480176755], [89.0,-0.7853662757263524], [103.0,-0.9331711236274316], [0.0,-0.0], [0.0,-0.0], [0.0,-0.0], [0.0,-0.0], [0.0,-0.0], [0.0,-0.0], [0.0,-0.0], [0.0,-0.0], [0.0,-0.0], [0.0,-0.0], [0.0,-0.0], [0.0,-0.0], [0.0,-0.0], [0.0,-0.0], [0.0,-0.0], [0.0,-0.0], [0.0,-0.0], [0.0,-0.0], [0.0,-0.0], [53.0,-0.7356101480176755], [89.0,-0.7853662757263524], [0.0,-0.0], [0.0,-0.0], [0.0,-0.0], [0.0,-0.0], [0.0,-0.0], [0.0,-0.0], [0.0,-0.0], [0.0,-0.0], [89.0,-0.7853662757263524], [0.0,-0.0], [0.0,-0.0], [0.0,-0.0], [0.0,-0.0], [89.0,-0.7853662757263524], [0.0,-0.0], [0.0,-0.0], [0.0,-0.0], [0.0,-0.0], [0.0,-0.0], [0.0,-0.0], [89.0,-0.7853662757263524], [53.0,-0.7356101480176755], [0.0,-0.0], [0.0,-0.0], [0.0,-0.0], [0.0,-0.0], [0.0,-0.0], [0.0,-0.0], [0.0,-0.0], [0.0,-0.0], [0.0,-0.0], [0.0,-0.0], [0.0,-0.0], [0.0,-0.0], [0.0,-0.0], [0.0,-0.0], [0.0,-0.0], [53.0,-0.7356101480176755], [0.0,-0.0], [53.0,-0.7356101480176755], [0.0,-0.0], [0.0,-0.0], [0.0,-0.0]]", 72
576, 4.870851578, "[[0.0,-0.0], [300.0,-1.544460952320657], [189.0,-1.4038775219494106], [50.0,-0.1975609756097561], [118.0,-0.9693746598020351], [53.0,-0.7356101480176755], [226.0,-1.520976423744028], [89.0,-0.7853662757263524], [103.0,-0.9331711236274316]]", "[[0.0,-0.0], [300.0,-1.544460952320657], [189.0,-1.4038775219494106], [50.0,-0.1975609756097561], [118.0,-0.9693746598020351], [53.0,-0.7356101480176755], [226.0,-1.520976423744028], [89.0,-0.7853662757263524], [103.0,-0.9331711236274316], [0.0,-0.0], [0.0,-0.0], [0.0,-0.0], [0.0,-0.0], [0.0,-0.0], [0.0,-0.0], [0.0,-0.0], [0.0,-0.0], [0.0,-0.0], [0.0,-0.0], [0.0,-0.0], [0.0,-0.0], [0.0,-0.0], [0.0,-0.0], [0.0,-0.0], [0.0,-0.0], [0.0,-0.0], [0.0,-0.0], [0.0,-0.0], [53.0,-0.7356101480176755], [89.0,-0.7853662757263524], [0.0,-0.0], [0.0,-0.0], [0.0,-0.0], [0.0,-0.0], [0.0,-0.0], [0.0,-0.0], [0.0,-0.0], [0.0,-0.0], [89.0,-0.7853662757263524], [0.0,-0.0], [0.0,-0.0], [0.0,-0.0], [0.0,-0.0], [89.0,-0.7853662757263524], [0.0,-0.0], [0.0,-0.0], [0.0,-0.0], [0.0,-0.0], [0.0,-0.0], [0.0,-0.0], [89.0,-0.7853662757263524], [53.0,-0.7356101480176755], [0.0,-0.0], [0.0,-0.0], [0.0,-0.0], [0.0,-0.0], [0.0,-0.0], [0.0,-0.0], [0.0,-0.0], [0.0,-0.0], [0.0,-0.0], [0.0,-0.0], [0.0,-0.0], [0.0,-0.0], [0.0,-0.0], [0.0,-0.0], [0.0,-0.0], [53.0,-0.7356101480176755], [0.0,-0.0], [53.0,-0.7356101480176755], [0.0,-0.0], [0.0,-0.0]]", 72
648, 5.1573642710000005, "[[0.0,-0.0], [300.0,-1.544460952320657], [189.0,-1.4038775219494106], [50.0,-0.1975609756097561], [118.0,-0.9693746598020351], [53.0,-0.7356101480176755], [226.0,-1.520976423744028], [89.0,-0.7853662757263524], [103.0,-0.9331711236274316]]", "[[0.0,-0.0], [300.0,-1.544460952320657], [189.0,-1.4038775219494106], [50.0,-0.1975609756097561], [118.0,-0.9693746598020351], [53.0,-0.7356101480176755], [226.0,-1.520976423744028], [89.0,-0.7853662757263524], [103.0,-0.9331711236274316], [0.0,-0.0], [0.0,-0.0], [0.0,-0.0], [0.0,-0.0], [0.0,-0.0], [0.0,-0.0], [0.0,-0.0], [0.0,-0.0], [0.0,-0.0], [0.0,-0.0], [0.0,-0.0], [0.0,-0.0], [0.0,-0.0], [0.0,-0.0], [0.0,-0.0], [0.0,-0.0], [0.0,-0.0], [0.0,-0.0], [0.0,-0.0], [53.0,-0.7356101480176755], [89.0,-0.7853662757263524], [0.0,-0.0], [0.0,-0.0], [0.0,-0.0], [0.0,-0.0], [0.0,-0.0], [0.0,-0.0], [0.0,-0.0], [0.0,-0.0], [89.0,-0.7853662757263524], [0.0,-0.0], [0.0,-0.0], [0.0,-0.0], [0.0,-0.0], [89.0,-0.7853662757263524], [0.0,-0.0], [0.0,-0.0], [0.0,-0.0], [0.0,-0.0], [0.0,-0.0], [0.0,-0.0], [89.0,-0.7853662757263524], [53.0,-0.7356101480176755], [0.0,-0.0], [0.0,-0.0], [0.0,-0.0], [0.0,-0.0], [0.0,-0.0], [0.0,-0.0], [0.0,-0.0], [0.0,-0.0], [0.0,-0.0], [0.0,-0.0], [0.0,-0.0], [0.0,-0.0], [0.0,-0.0], [0.0,-0.0], [0.0,-0.0], [53.0,-0.7356101480176755], [0.0,-0.0], [53.0,-0.7356101480176755], [0.0,-0.0], [0.0,-0.0]]", 72
720, 5.427087788000001, "[[0.0,-0.0], [300.0,-1.544460952320657], [189.0,-1.4038775219494106], [50.0,-0.1975609756097561], [118.0,-0.9693746598020351], [53.0,-0.7356101480176755], [226.0,-1.520976423744028], [89.0,-0.7853662757263524], [103.0,-0.9331711236274316]]", "[[0.0,-0.0], [300.0,-1.544460952320657], [189.0,-1.4038775219494106], [50.0,-0.1975609756097561], [118.0,-0.9693746598020351], [53.0,-0.7356101480176755], [226.0,-1.520976423744028], [89.0,-0.7853662757263524], [103.0,-0.9331711236274316], [0.0,-0.0], [0.0,-0.0], [0.0,-0.0], [0.0,-0.0], [0.0,-0.0], [0.0,-0.0], [0.0,-0.0], [0.0,-0.0], [0.0,-0.0], [0.0,-0.0], [0.0,-0.0], [0.0,-0.0], [0.0,-0.0], [0.0,-0.0], [0.0,-0.0], [0.0,-0.0], [0.0,-0.0], [0.0,-0.0], [0.0,-0.0], [53.0,-0.7356101480176755], [89.0,-0.7853662757263524], [0.0,-0.0], [0.0,-0.0], [0.0,-0.0], [0.0,-0.0], [0.0,-0.0], [0.0,-0.0], [0.0,-0.0], [0.0,-0.0], [89.0,-0.7853662757263524], [0.0,-0.0], [0.0,-0.0], [0.0,-0.0], [0.0,-0.0], [89.0,-0.7853662757263524], [0.0,-0.0], [0.0,-0.0], [0.0,-0.0], [0.0,-0.0], [0.0,-0.0], [0.0,-0.0], [89.0,-0.7853662757263524], [53.0,-0.7356101480176755], [0.0,-0.0], [0.0,-0.0], [0.0,-0.0], [0.0,-0.0], [0.0,-0.0], [0.0,-0.0], [0.0,-0.0], [0.0,-0.0], [0.0,-0.0], [0.0,-0.0], [0.0,-0.0], [0.0,-0.0], [0.0,-0.0], [0.0,-0.0], [0.0,-0.0], [53.0,-0.7356101480176755], [0.0,-0.0], [53.0,-0.7356101480176755], [0.0,-0.0], [0.0,-0.0]]", 72
