NFE, Elapsed Time, Approximation Set, Population, Population Size
10, 0.19551589200000002, "[[35.400000000000006,2.0]]", "[[38.6,2.0], [38.6,2.0], [37.6,2.0], [37.6,2.0], [35.400000000000006,2.0], [38.6,2.0], [38.6,2.0], [38.6,2.0], [35.400000000000006,2.0], [35.5,2.0]]", 10
20, 0.22004431500000002, "[[35.400000000000006,2.0], [32.2,3.0]]", "[[35.400000000000006,2.0], [32.2,3.0], [35.400000000000006,2.0], [35.5,2.0], [33.2,3.0], [37.6,2.0], [34.2,3.0], [37.6,2.0], [38.6,2.0], [34.3,3.0]]", 10
30, 0.277345169, "[[35.400000000000006,2.0], [32.1,4.0], [32.2,3.0]]", "[[35.400000000000006,2.0], [32.1,4.0], [32.2,3.0], [35.400000000000006,2.0], [32.2,3.0], [35.5,2.0], [33.2,3.0], [37.6,2.0], [33.2,4.0], [34.2,3.0]]", 10
40, 0.38483022, "[[35.400000000000006,2.0], [30.9,5.0], [32.2,3.0], [31.0,4.0]]", "[[35.400000000000006,2.0], [30.9,5.0], [32.2,3.0], [31.0,4.0], [35.400000000000006,2.0], [32.2,3.0], [32.2,3.0], [35.5,2.0], [32.0,4.0], [33.2,3.0]]", 10
50, 0.469935926, "[[35.400000000000006,2.0], [30.9,5.0], [32.2,3.0], [31.0,4.0]]", "[[35.400000000000006,2.0], [30.9,5.0], [32.2,3.0], [31.0,4.0], [35.400000000000006,2.0], [32.2,3.0], [32.2,3.0], [31.0,4.0], [35.5,2.0], [31.1,4.0]]", 10
60, 0.54318309, "[[35.400000000000006,2.0], [28.8,5.0], [32.2,3.0], [31.0,4.0]]", "[[35.400000000000006,2.0], [28.8,5.0], [32.2,3.0], [31.0,4.0], [35.400000000000006,2.0], [32.2,3.0], [32.2,3.0], [31.0,4.0], [31.0,4.0], [31.0,4.0]]", 10
70, 0.608075209, "[[35.400000000000006,2.0], [28.700000000000003,6.0], [32.2,3.0], [31.0,4.0], [28.8,5.0]]", "[[35.400000000000006,2.0], [28.700000000000003,6.0], [32.2,3.0], [31.0,4.0], [28.8,5.0], [35.400000000000006,2.0], [32.2,3.0], [32.2,3.0], [31.0,4.0], [31.0,4.0]]", 10
80, 0.661129512, "[[35.400000000000006,2.0], [27.6,7.0], [32.2,3.0], [31.0,4.0], [28.8,5.0], [27.700000000000003,6.0]]", "[[35.400000000000006,2.0], [27.6,7.0], [32.2,3.0], [31.0,4.0], [28.8,5.0], [27.700000000000003,6.0], [35.400000000000006,2.0], [32.2,3.0], [32.2,3.0], [31.0,4.0]]", 10
90, 0.690535758, "[[35.400000000000006,2.0], [25.5,7.0], [32.2,3.0], [31.0,4.0], [27.700000000000003,6.0], [28.8,5.0]]", "[[35.400000000000006,2.0], [25.5,7.0], [32.2,3.0], [31.0,4.0], [27.700000000000003,6.0], [28.8,5.0], [35.400000000000006,2.0], [32.2,3.0], [32.2,3.0], [31.0,4.0]]", 10
100, 0.744321923, "[[35.400000000000006,2.0], [25.5,7.0], [32.2,3.0], [31.0,4.0], [27.700000000000003,6.0], [28.8,5.0]]", "[[35.400000000000006,2.0], [25.5,7.0], [32.2,3.0], [31.0,4.0], [27.700000000000003,6.0], [28.8,5.0], [35.400000000000006,2.0], [32.2,3.0], [32.2,3.0], [31.0,4.0]]", 10
110, 0.8346963140000001, "[[35.400000000000006,2.0], [25.4,8.0], [32.2,3.0], [31.0,4.0], [27.700000000000003,6.0], [28.8,5.0], [25.5,7.0]]", "[[35.400000000000006,2.0], [25.4,8.0], [32.2,3.0], [31.0,4.0], [27.700000000000003,6.0], [28.8,5.0], [25.5,7.0], [35.400000000000006,2.0], [32.2,3.0], [32.2,3.0]]", 10
120, 0.911834067, "[[35.400000000000006,2.0], [25.4,8.0], [32.2,3.0], [31.0,4.0], [27.700000000000003,6.0], [28.8,5.0], [25.5,7.0]]", "[[35.400000000000006,2.0], [25.4,8.0], [32.2,3.0], [31.0,4.0], [27.700000000000003,6.0], [28.8,5.0], [25.5,7.0], [35.400000000000006,2.0], [32.2,3.0], [32.2,3.0]]", 10
130, 0.9920066970000001, "[[35.400000000000006,2.0], [25.4,8.0], [32.2,3.0], [31.0,4.0], [27.700000000000003,6.0], [28.8,5.0], [25.5,7.0]]", "[[35.400000000000006,2.0], [25.4,8.0], [32.2,3.0], [31.0,4.0], [27.700000000000003,6.0], [28.8,5.0], [25.5,7.0], [35.400000000000006,2.0], [32.2,3.0], [32.2,3.0]]", 10
