NFE, Elapsed Time, Approximation Set, Population, Population Size
57, 0.9801779370000001, "[[0.0,-0.0], [113.0,-0.668267373931735], [110.0,-0.1975609756097561], [143.0,-0.7853662757263524]]", "[[0.0,-0.0], [140.0,-0.02348452857662905], [143.0,-0.0], [0.0,-0.0], [0.0,-0.0], [113.0,-0.668267373931735], [149.0,-0.0], [0.0,-0.0], [122.0,-0.668267373931735], [131.0,-0.1202067868504772], [180.0,-0.0], [134.0,-0.0], [0.0,-0.0], [120.0,-0.0], [110.0,-0.1975609756097561], [143.0,-0.7853662757263524], [0.0,-0.0], [0.0,-0.0], [115.0,-0.0], [0.0,-0.0], [0.0,-0.0], [123.0,-0.0], [327.0,-0.07676865671641792], [0.0,-0.0], [0.0,-0.0], [166.0,-0.02348452857662905], [0.0,-0.0], [0.0,-0.0], [120.0,-0.0], [232.0,-0.668267373931735], [159.0,-0.0], [113.0,-0.0], [172.0,-0.11289051636228795], [165.0,-0.0], [0.0,-0.0], [158.0,-0.0], [133.0,-0.0], [0.0,-0.0], [0.0,-0.0], [0.0,-0.0], [111.0,-0.0], [110.0,-0.0], [128.0,-0.1202067868504772], [0.0,-0.0], [0.0,-0.0], [160.0,-0.0], [0.0,-0.0], [114.0,-0.1975609756097561], [0.0,-0.0], [0.0,-0.0], [146.0,-0.0], [148.0,-0.0], [0.0,-0.0], [176.0,-0.2128695652173913], [184.0,-0.37909961064243997], [0.0,-0.0], [409.0,-0.02348452857662905]]", 57
114, 1.205544851, "[[0.0,-0.0], [89.0,-0.7853662757263524], [50.0,-0.1975609756097561], [56.0,-0.668267373931735]]", "[[0.0,-0.0], [89.0,-0.7853662757263524], [50.0,-0.1975609756097561], [56.0,-0.668267373931735], [0.0,-0.0], [0.0,-0.0], [0.0,-0.0], [0.0,-0.0], [0.0,-0.0], [0.0,-0.0], [0.0,-0.0], [0.0,-0.0], [0.0,-0.0], [0.0,-0.0], [0.0,-0.0], [0.0,-0.0], [0.0,-0.0], [0.0,-0.0], [0.0,-0.0], [0.0,-0.0], [0.0,-0.0], [0.0,-0.0], [0.0,-0.0], [0.0,-0.0], [0.0,-0.0], [0.0,-0.0], [0.0,-0.0], [143.0,-0.7853662757263524], [51.0,-0.0], [62.0,-0.30110728587030006], [113.0,-0.668267373931735], [52.0,-0.0], [208.0,-0.7356101480176755], [122.0,-0.668267373931735], [83.0,-0.2765853658536585], [74.0,-0.02348452857662905], [226.0,-0.7356101480176755], [53.0,-0.0], [184.0,-0.37909961064243997], [203.0,-0.668267373931735], [110.0,-0.1975609756097561], [176.0,-0.2128695652173913], [85.0,-0.0691865671641791], [232.0,-0.668267373931735], [54.0,-0.0], [114.0,-0.1975609756097561], [54.0,-0.0], [55.0,-0.0], [235.0,-0.3591157626501638], [128.0,-0.1202067868504772], [131.0,-0.1202067868504772], [56.0,-0.0], [181.0,-0.1202067868504772], [57.0,-0.0], [140.0,-0.02348452857662905], [172.0,-0.11289051636228795], [213.0,-0.07676865671641792]]", 57
171, 1.438961579, "[[0.0,-0.0], [222.0,-1.061951641580011], [89.0,-0.7853662757263524], [50.0,-0.1975609756097561], [53.0,-0.7356101480176755]]", "[[0.0,-0.0], [222.0,-1.061951641580011], [89.0,-0.7853662757263524], [50.0,-0.1975609756097561], [53.0,-0.7356101480176755], [0.0,-0.0], [0.0,-0.0], [0.0,-0.0], [0.0,-0.0], [0.0,-0.0], [0.0,-0.0], [0.0,-0.0], [0.0,-0.0], [0.0,-0.0], [0.0,-0.0], [0.0,-0.0], [0.0,-0.0], [0.0,-0.0], [0.0,-0.0], [0.0,-0.0], [0.0,-0.0], [0.0,-0.0], [0.0,-0.0], [0.0,-0.0], [0.0,-0.0], [0.0,-0.0], [0.0,-0.0], [0.0,-0.0], [0.0,-0.0], [0.0,-0.0], [0.0,-0.0], [0.0,-0.0], [0.0,-0.0], [0.0,-0.0], [50.0,-0.1975609756097561], [0.0,-0.0], [143.0,-0.7853662757263524], [51.0,-0.0], [56.0,-0.668267373931735], [56.0,-0.668267373931735], [52.0,-0.0], [313.0,-0.7853662757263524], [113.0,-0.668267373931735], [62.0,-0.30110728587030006], [208.0,-0.7356101480176755], [226.0,-0.7356101480176755], [53.0,-0.0], [122.0,-0.668267373931735], [83.0,-0.2765853658536585], [74.0,-0.02348452857662905], [203.0,-0.668267373931735], [54.0,-0.0], [184.0,-0.37909961064243997], [84.0,-0.2128695652173913], [54.0,-0.0], [55.0,-0.0], [214.0,-0.668267373931735]]", 57
228, 1.704950199, "[[0.0,-0.0], [222.0,-1.061951641580011], [50.0,-0.1975609756097561], [200.0,-0.9055730625768297], [89.0,-0.7853662757263524], [53.0,-0.7356101480176755]]", "[[0.0,-0.0], [222.0,-1.061951641580011], [50.0,-0.1975609756097561], [200.0,-0.9055730625768297], [89.0,-0.7853662757263524], [53.0,-0.7356101480176755], [0.0,-0.0], [0.0,-0.0], [0.0,-0.0], [0.0,-0.0], [0.0,-0.0], [0.0,-0.0], [0.0,-0.0], [0.0,-0.0], [0.0,-0.0], [0.0,-0.0], [0.0,-0.0], [0.0,-0.0], [0.0,-0.0], [0.0,-0.0], [0.0,-0.0], [0.0,-0.0], [0.0,-0.0], [0.0,-0.0], [0.0,-0.0], [0.0,-0.0], [0.0,-0.0], [0.0,-0.0], [0.0,-0.0], [0.0,-0.0], [0.0,-0.0], [0.0,-0.0], [0.0,-0.0], [0.0,-0.0], [0.0,-0.0], [50.0,-0.1975609756097561], [0.0,-0.0], [0.0,-0.0], [0.0,-0.0], [0.0,-0.0], [143.0,-0.7853662757263524], [51.0,-0.0], [56.0,-0.668267373931735], [56.0,-0.668267373931735], [56.0,-0.668267373931735], [51.0,-0.0], [56.0,-0.668267373931735], [52.0,-0.0], [313.0,-0.7853662757263524], [113.0,-0.668267373931735], [208.0,-0.7356101480176755], [62.0,-0.30110728587030006], [59.0,-0.1202067868504772], [62.0,-0.30110728587030006], [52.0,-0.0], [62.0,-0.30110728587030006], [226.0,-0.7356101480176755]]", 57
285, 1.93901253, "[[0.0,-0.0], [222.0,-1.061951641580011], [50.0,-0.1975609756097561], [200.0,-0.9055730625768297], [89.0,-0.7853662757263524], [53.0,-0.7356101480176755]]", "[[0.0,-0.0], [222.0,-1.061951641580011], [50.0,-0.1975609756097561], [200.0,-0.9055730625768297], [89.0,-0.7853662757263524], [53.0,-0.7356101480176755], [0.0,-0.0], [0.0,-0.0], [0.0,-0.0], [0.0,-0.0], [0.0,-0.0], [0.0,-0.0], [0.0,-0.0], [0.0,-0.0], [0.0,-0.0], [0.0,-0.0], [0.0,-0.0], [0.0,-0.0], [0.0,-0.0], [0.0,-0.0], [0.0,-0.0], [0.0,-0.0], [0.0,-0.0], [0.0,-0.0], [0.0,-0.0], [0.0,-0.0], [0.0,-0.0], [0.0,-0.0], [0.0,-0.0], [0.0,-0.0], [0.0,-0.0], [0.0,-0.0], [0.0,-0.0], [0.0,-0.0], [0.0,-0.0], [50.0,-0.1975609756097561], [0.0,-0.0], [0.0,-0.0], [0.0,-0.0], [0.0,-0.0], [0.0,-0.0], [0.0,-0.0], [0.0,-0.0], [0.0,-0.0], [0.0,-0.0], [53.0,-0.7356101480176755], [53.0,-0.7356101480176755], [0.0,-0.0], [0.0,-0.0], [143.0,-0.7853662757263524], [51.0,-0.0], [56.0,-0.668267373931735], [113.0,-0.7356101480176755], [56.0,-0.668267373931735], [56.0,-0.668267373931735], [51.0,-0.0], [56.0,-0.668267373931735]]", 57
342, 2.1657520690000003, "[[0.0,-0.0], [222.0,-1.061951641580011], [50.0,-0.1975609756097561], [89.0,-0.7853662757263524], [200.0,-0.9055730625768297], [53.0,-0.7356101480176755], [211.0,-0.9829272513361086]]", "[[0.0,-0.0], [222.0,-1.061951641580011], [50.0,-0.1975609756097561], [89.0,-0.7853662757263524], [200.0,-0.9055730625768297], [53.0,-0.7356101480176755], [211.0,-0.9829272513361086], [0.0,-0.0], [0.0,-0.0], [0.0,-0.0], [0.0,-0.0], [0.0,-0.0], [0.0,-0.0], [0.0,-0.0], [0.0,-0.0], [0.0,-0.0], [0.0,-0.0], [0.0,-0.0], [0.0,-0.0], [0.0,-0.0], [0.0,-0.0], [0.0,-0.0], [0.0,-0.0], [0.0,-0.0], [0.0,-0.0], [0.0,-0.0], [0.0,-0.0], [0.0,-0.0], [0.0,-0.0], [0.0,-0.0], [0.0,-0.0], [0.0,-0.0], [0.0,-0.0], [0.0,-0.0], [0.0,-0.0], [0.0,-0.0], [50.0,-0.1975609756097561], [0.0,-0.0], [0.0,-0.0], [0.0,-0.0], [0.0,-0.0], [0.0,-0.0], [0.0,-0.0], [0.0,-0.0], [0.0,-0.0], [0.0,-0.0], [53.0,-0.7356101480176755], [53.0,-0.7356101480176755], [0.0,-0.0], [0.0,-0.0], [53.0,-0.7356101480176755], [50.0,-0.1975609756097561], [89.0,-0.7853662757263524], [143.0,-0.7853662757263524], [51.0,-0.0], [56.0,-0.668267373931735], [113.0,-0.7356101480176755]]", 57
399, 2.3837635820000003, "[[0.0,-0.0], [233.0,-1.4038775219494106], [89.0,-0.7853662757263524], [50.0,-0.1975609756097561], [200.0,-0.9055730625768297], [53.0,-0.7356101480176755], [222.0,-1.061951641580011], [211.0,-0.9829272513361086], [205.0,-0.9448527397853935]]", "[[0.0,-0.0], [233.0,-1.4038775219494106], [89.0,-0.7853662757263524], [50.0,-0.1975609756097561], [200.0,-0.9055730625768297], [53.0,-0.7356101480176755], [222.0,-1.061951641580011], [211.0,-0.9829272513361086], [205.0,-0.9448527397853935], [0.0,-0.0], [0.0,-0.0], [0.0,-0.0], [0.0,-0.0], [0.0,-0.0], [0.0,-0.0], [0.0,-0.0], [0.0,-0.0], [0.0,-0.0], [0.0,-0.0], [0.0,-0.0], [0.0,-0.0], [0.0,-0.0], [0.0,-0.0], [0.0,-0.0], [0.0,-0.0], [0.0,-0.0], [0.0,-0.0], [0.0,-0.0], [0.0,-0.0], [0.0,-0.0], [0.0,-0.0], [0.0,-0.0], [0.0,-0.0], [0.0,-0.0], [0.0,-0.0], [0.0,-0.0], [0.0,-0.0], [0.0,-0.0], [50.0,-0.1975609756097561], [0.0,-0.0], [0.0,-0.0], [0.0,-0.0], [0.0,-0.0], [0.0,-0.0], [0.0,-0.0], [0.0,-0.0], [0.0,-0.0], [0.0,-0.0], [53.0,-0.7356101480176755], [53.0,-0.7356101480176755], [0.0,-0.0], [0.0,-0.0], [53.0,-0.7356101480176755], [50.0,-0.1975609756097561], [89.0,-0.7853662757263524], [0.0,-0.0], [0.0,-0.0]]", 57
456, 2.589347602, "[[0.0,-0.0], [467.0,-1.4806461786658285], [233.0,-1.4038775219494106], [50.0,-0.1975609756097561], [53.0,-0.7356101480176755], [89.0,-0.7853662757263524], [171.0,-0.9693746598020351], [222.0,-1.061951641580011], [211.0,-0.9829272513361086]]", "[[0.0,-0.0], [467.0,-1.4806461786658285], [233.0,-1.4038775219494106], [50.0,-0.1975609756097561], [53.0,-0.7356101480176755], [89.0,-0.7853662757263524], [171.0,-0.9693746598020351], [222.0,-1.061951641580011], [211.0,-0.9829272513361086], [0.0,-0.0], [0.0,-0.0], [0.0,-0.0], [0.0,-0.0], [0.0,-0.0], [0.0,-0.0], [0.0,-0.0], [0.0,-0.0], [0.0,-0.0], [0.0,-0.0], [0.0,-0.0], [0.0,-0.0], [0.0,-0.0], [0.0,-0.0], [0.0,-0.0], [0.0,-0.0], [0.0,-0.0], [0.0,-0.0], [0.0,-0.0], [0.0,-0.0], [0.0,-0.0], [0.0,-0.0], [0.0,-0.0], [0.0,-0.0], [0.0,-0.0], [0.0,-0.0], [0.0,-0.0], [0.0,-0.0], [0.0,-0.0], [50.0,-0.1975609756097561], [0.0,-0.0], [0.0,-0.0], [0.0,-0.0], [0.0,-0.0], [0.0,-0.0], [0.0,-0.0], [0.0,-0.0], [0.0,-0.0], [0.0,-0.0], [53.0,-0.7356101480176755], [53.0,-0.7356101480176755], [0.0,-0.0], [0.0,-0.0], [53.0,-0.7356101480176755], [50.0,-0.1975609756097561], [89.0,-0.7853662757263524], [0.0,-0.0], [0.0,-0.0]]", 57
513, 2.797478136, "[[0.0,-0.0], [467.0,-1.4806461786658285], [233.0,-1.4038775219494106], [50.0,-0.1975609756097561], [53.0,-0.7356101480176755], [89.0,-0.7853662757263524], [171.0,-0.9693746598020351], [222.0,-1.061951641580011], [211.0,-0.9829272513361086]]", "[[0.0,-0.0], [467.0,-1.4806461786658285], [233.0,-1.4038775219494106], [50.0,-0.1975609756097561], [53.0,-0.7356101480176755], [89.0,-0.7853662757263524], [171.0,-0.9693746598020351], [222.0,-1.061951641580011], [211.0,-0.9829272513361086], [0.0,-0.0], [0.0,-0.0], [0.0,-0.0], [0.0,-0.0], [0.0,-0.0], [0.0,-0.0], [0.0,-0.0], [0.0,-0.0], [0.0,-0.0], [0.0,-0.0], [0.0,-0.0], [0.0,-0.0], [0.0,-0.0], [0.0,-0.0], [0.0,-0.0], [0.0,-0.0], [0.0,-0.0], [0.0,-0.0], [0.0,-0.0], [0.0,-0.0], [0.0,-0.0], [0.0,-0.0], [0.0,-0.0], [0.0,-0.0], [0.0,-0.0], [0.0,-0.0], [0.0,-0.0], [0.0,-0.0], [0.0,-0.0], [50.0,-0.1975609756097561], [0.0,-0.0], [0.0,-0.0], [0.0,-0.0], [0.0,-0.0], [0.0,-0.0], [0.0,-0.0], [0.0,-0.0], [0.0,-0.0], [0.0,-0.0], [53.0,-0.7356101480176755], [53.0,-0.7356101480176755], [0.0,-0.0], [0.0,-0.0], [53.0,-0.7356101480176755], [50.0,-0.1975609756097561], [89.0,-0.7853662757263524], [0.0,-0.0], [0.0,-0.0]]", 57
570, 3.037484113, "[[0.0,-0.0], [470.0,-1.616747087166802], [233.0,-1.4038775219494106], [467.0,-1.4806461786658285], [50.0,-0.1975609756097561], [53.0,-0.7356101480176755], [89.0,-0.7853662757263524], [171.0,-0.9693746598020351], [222.0,-1.061951641580011], [211.0,-0.9829272513361086]]", "[[0.0,-0.0], [470.0,-1.616747087166802], [233.0,-1.4038775219494106], [467.0,-1.4806461786658285], [50.0,-0.1975609756097561], [53.0,-0.7356101480176755], [89.0,-0.7853662757263524], [171.0,-0.9693746598020351], [222.0,-1.061951641580011], [211.0,-0.9829272513361086], [0.0,-0.0], [0.0,-0.0], [0.0,-0.0], [0.0,-0.0], [0.0,-0.0], [0.0,-0.0], [0.0,-0.0], [0.0,-0.0], [0.0,-0.0], [0.0,-0.0], [0.0,-0.0], [0.0,-0.0], [0.0,-0.0], [0.0,-0.0], [0.0,-0.0], [0.0,-0.0], [0.0,-0.0], [0.0,-0.0], [0.0,-0.0], [0.0,-0.0], [0.0,-0.0], [0.0,-0.0], [0.0,-0.0], [0.0,-0.0], [0.0,-0.0], [0.0,-0.0], [0.0,-0.0], [0.0,-0.0], [0.0,-0.0], [50.0,-0.1975609756097561], [0.0,-0.0], [0.0,-0.0], [0.0,-0.0], [0.0,-0.0], [0.0,-0.0], [0.0,-0.0], [0.0,-0.0], [0.0,-0.0], [0.0,-0.0], [53.0,-0.7356101480176755], [53.0,-0.7356101480176755], [0.0,-0.0], [0.0,-0.0], [53.0,-0.7356101480176755], [50.0,-0.1975609756097561], [89.0,-0.7853662757263524], [0.0,-0.0]]", 57
