batch-id,duration,o-MinimiseCustomerSatisfactionIndex,o-MinimiseSprintEffortDeviation,c-HasNoUnassignedWorkItems,c-HasTheAllowedMaximalNumberOfSprints,solutions-found,solution-model
0,00:00:31.968,1.1224424648431535,0.7798878818298873,0.0,-4.0,26,/home/alxbrd/projects/alxbrd/github/case_studies/scrum-planning/mdeo/scrum-planning/mdeo-results/experiment-scrum-planning.mopt-180727-133754-matching-henshin/batch-0/387D6560.xmi
0,00:00:31.968,0.6746999890033689,4.59177695281637,0.0,-4.0,26,/home/alxbrd/projects/alxbrd/github/case_studies/scrum-planning/mdeo/scrum-planning/mdeo-results/experiment-scrum-planning.mopt-180727-133754-matching-henshin/batch-0/0DD3631E.xmi
0,00:00:31.968,0.6754048269067815,4.075319019196547,0.0,-4.0,26,/home/alxbrd/projects/alxbrd/github/case_studies/scrum-planning/mdeo/scrum-planning/mdeo-results/experiment-scrum-planning.mopt-180727-133754-matching-henshin/batch-0/35203E21.xmi
0,00:00:31.968,0.9832306075175483,0.8387271329003274,0.0,-4.0,26,/home/alxbrd/projects/alxbrd/github/case_studies/scrum-planning/mdeo/scrum-planning/mdeo-results/experiment-scrum-planning.mopt-180727-133754-matching-henshin/batch-0/53911D97.xmi
0,00:00:31.968,0.6754610029325943,2.4762945366080005,0.0,-4.0,26,/home/alxbrd/projects/alxbrd/github/case_studies/scrum-planning/mdeo/scrum-planning/mdeo-results/experiment-scrum-planning.mopt-180727-133754-matching-henshin/batch-0/5B61901A.xmi
0,00:00:31.968,0.832129323109971,0.9945740239808643,0.0,-4.0,26,/home/alxbrd/projects/alxbrd/github/case_studies/scrum-planning/mdeo/scrum-planning/mdeo-results/experiment-scrum-planning.mopt-180727-133754-matching-henshin/batch-0/74655951.xmi
0,00:00:31.968,0.7375333300799453,1.0413527665568396,0.0,-4.0,26,/home/alxbrd/projects/alxbrd/github/case_studies/scrum-planning/mdeo/scrum-planning/mdeo-results/experiment-scrum-planning.mopt-180727-133754-matching-henshin/batch-0/5F643CCB.xmi
0,00:00:31.968,0.9366663818303971,0.8937009000226521,0.0,-4.0,26,/home/alxbrd/projects/alxbrd/github/case_studies/scrum-planning/mdeo/scrum-planning/mdeo-results/experiment-scrum-planning.mopt-180727-133754-matching-henshin/batch-0/55F8ED6A.xmi
0,00:00:31.968,0.6884227754779697,1.8096662053792612,0.0,-4.0,26,/home/alxbrd/projects/alxbrd/github/case_studies/scrum-planning/mdeo/scrum-planning/mdeo-results/experiment-scrum-planning.mopt-180727-133754-matching-henshin/batch-0/6DA72CFC.xmi
0,00:00:31.968,0.8850866373701025,0.8937009000226522,0.0,-4.0,26,/home/alxbrd/projects/alxbrd/github/case_studies/scrum-planning/mdeo/scrum-planning/mdeo-results/experiment-scrum-planning.mopt-180727-133754-matching-henshin/batch-0/197844EE.xmi
0,00:00:31.968,0.7067307698237582,1.1705254675272425,0.0,-4.0,26,/home/alxbrd/projects/alxbrd/github/case_studies/scrum-planning/mdeo/scrum-planning/mdeo-results/experiment-scrum-planning.mopt-180727-133754-matching-henshin/batch-0/1A863115.xmi
0,00:00:31.968,0.872337269701145,0.9454836825347087,0.0,-4.0,26,/home/alxbrd/projects/alxbrd/github/case_studies/scrum-planning/mdeo/scrum-planning/mdeo-results/experiment-scrum-planning.mopt-180727-133754-matching-henshin/batch-0/354CD056.xmi
0,00:00:31.968,0.6842910112677539,2.1687469201046032,0.0,-4.0,26,/home/alxbrd/projects/alxbrd/github/case_studies/scrum-planning/mdeo/scrum-planning/mdeo-results/experiment-scrum-planning.mopt-180727-133754-matching-henshin/batch-0/0677854B.xmi
0,00:00:31.968,0.6959913355131508,1.3587937099944,0.0,-4.0,26,/home/alxbrd/projects/alxbrd/github/case_studies/scrum-planning/mdeo/scrum-planning/mdeo-results/experiment-scrum-planning.mopt-180727-133754-matching-henshin/batch-0/75F30A76.xmi
