batch-id,duration,o-MinimiseCustomerSatisfactionIndex,o-MinimiseSprintEffortDeviation,c-HasNoUnassignedWorkItems,c-HasTheAllowedMaximalNumberOfSprints,solutions-found,solution-model
0,00:00:31.747,1.370214583507832,0.9660917830792961,0.0,-3.0,26,/home/alxbrd/projects/alxbrd/github/case_studies/scrum-planning/mdeo/scrum-planning/mdeo-results/experiment-scrum-planning.mopt-180801-140133-matching-henshin/batch-0/30E1090E.xmi
0,00:00:31.747,0.6744875875244594,4.211096452627668,0.0,-3.0,26,/home/alxbrd/projects/alxbrd/github/case_studies/scrum-planning/mdeo/scrum-planning/mdeo-results/experiment-scrum-planning.mopt-180801-140133-matching-henshin/batch-0/6F6F55CA.xmi
0,00:00:31.747,0.8292144749750378,2.3523038352503134,0.0,-3.0,26,/home/alxbrd/projects/alxbrd/github/case_studies/scrum-planning/mdeo/scrum-planning/mdeo-results/experiment-scrum-planning.mopt-180801-140133-matching-henshin/batch-0/7CE1EA9B.xmi
0,00:00:31.747,0.9617682683919616,2.309401076758503,0.0,-3.0,26,/home/alxbrd/projects/alxbrd/github/case_studies/scrum-planning/mdeo/scrum-planning/mdeo-results/experiment-scrum-planning.mopt-180801-140133-matching-henshin/batch-0/2E691B07.xmi
0,00:00:31.747,0.6914171184950728,3.825354014118606,0.0,-3.0,26,/home/alxbrd/projects/alxbrd/github/case_studies/scrum-planning/mdeo/scrum-planning/mdeo-results/experiment-scrum-planning.mopt-180801-140133-matching-henshin/batch-0/06B27DBC.xmi
0,00:00:31.747,1.259913784974611,1.0165300454651272,0.0,-3.0,26,/home/alxbrd/projects/alxbrd/github/case_studies/scrum-planning/mdeo/scrum-planning/mdeo-results/experiment-scrum-planning.mopt-180801-140133-matching-henshin/batch-0/5A08FBA8.xmi
0,00:00:31.747,1.018426854985065,2.105548226313834,0.0,-3.0,26,/home/alxbrd/projects/alxbrd/github/case_studies/scrum-planning/mdeo/scrum-planning/mdeo-results/experiment-scrum-planning.mopt-180801-140133-matching-henshin/batch-0/32B23638.xmi
0,00:00:31.747,0.7707258290780663,2.726414006223804,0.0,-3.0,26,/home/alxbrd/projects/alxbrd/github/case_studies/scrum-planning/mdeo/scrum-planning/mdeo-results/experiment-scrum-planning.mopt-180801-140133-matching-henshin/batch-0/12E22D67.xmi
0,00:00:31.747,1.0253888615578262,1.8797162906495577,0.0,-3.0,26,/home/alxbrd/projects/alxbrd/github/case_studies/scrum-planning/mdeo/scrum-planning/mdeo-results/experiment-scrum-planning.mopt-180801-140133-matching-henshin/batch-0/40EBD754.xmi
0,00:00:31.747,1.095773258641436,1.7701224063135668,0.0,-3.0,26,/home/alxbrd/projects/alxbrd/github/case_studies/scrum-planning/mdeo/scrum-planning/mdeo-results/experiment-scrum-planning.mopt-180801-140133-matching-henshin/batch-0/4C21C8FC.xmi
