NFE, Elapsed Time, Approximation Set, Population, Population Size
50, 2.4933902320000003, "[[0.0,-0.0], [128.0,-0.668267373931735], [142.0,-1.520976423744028], [105.0,-0.1975609756097561]]", "[[0.0,-0.0], [128.0,-0.668267373931735], [160.0,-0.0], [114.0,-0.1202067868504772], [163.0,-0.0], [0.0,-0.0], [261.0,-0.30110728587030006], [111.0,-0.0], [303.0,-0.0], [144.0,-0.13460869565217393], [0.0,-0.0], [148.0,-0.0], [127.0,-0.0], [137.0,-0.0], [274.0,-0.0], [167.0,-0.0], [145.0,-0.0], [172.0,-0.0], [141.0,-0.0], [142.0,-1.520976423744028], [0.0,-0.0], [277.0,-0.0], [167.0,-0.0], [0.0,-0.0], [0.0,-0.0], [152.0,-0.0], [0.0,-0.0], [0.0,-0.0], [0.0,-0.0], [119.0,-0.0], [0.0,-0.0], [0.0,-0.0], [0.0,-0.0], [105.0,-0.1975609756097561], [125.0,-0.1202067868504772], [151.0,-0.0], [407.0,-0.3099130434782609], [307.0,-0.11289051636228795], [0.0,-0.0], [148.0,-0.668267373931735], [0.0,-0.0], [133.0,-0.2765853658536585], [0.0,-0.0], [153.0,-0.0], [0.0,-0.0], [0.0,-0.0], [121.0,-0.0], [119.0,-0.0], [147.0,-0.0], [280.0,-0.0691865671641791]]", 50
100, 2.7721142600000004, "[[0.0,-0.0], [142.0,-1.520976423744028], [89.0,-0.7853662757263524], [50.0,-0.1975609756097561], [53.0,-0.7356101480176755]]", "[[0.0,-0.0], [142.0,-1.520976423744028], [89.0,-0.7853662757263524], [50.0,-0.1975609756097561], [53.0,-0.7356101480176755], [0.0,-0.0], [0.0,-0.0], [0.0,-0.0], [0.0,-0.0], [0.0,-0.0], [0.0,-0.0], [0.0,-0.0], [0.0,-0.0], [0.0,-0.0], [0.0,-0.0], [0.0,-0.0], [0.0,-0.0], [0.0,-0.0], [0.0,-0.0], [0.0,-0.0], [0.0,-0.0], [51.0,-0.0], [231.0,-0.7853662757263524], [128.0,-0.668267373931735], [99.0,-0.3099130434782609], [209.0,-0.7356101480176755], [84.0,-0.2128695652173913], [74.0,-0.02348452857662905], [148.0,-0.668267373931735], [54.0,-0.0], [133.0,-0.2765853658536585], [89.0,-0.11289051636228795], [105.0,-0.1975609756097561], [407.0,-0.3099130434782609], [56.0,-0.0], [261.0,-0.30110728587030006], [195.0,-0.1975609756097561], [114.0,-0.1202067868504772], [144.0,-0.13460869565217393], [57.0,-0.0], [232.0,-0.13460869565217393], [125.0,-0.1202067868504772], [219.0,-0.1202067868504772], [58.0,-0.0], [213.0,-0.0691865671641791], [307.0,-0.11289051636228795], [60.0,-0.0], [280.0,-0.0691865671641791], [60.0,-0.0], [60.0,-0.0]]", 50
150, 3.0421728000000003, "[[0.0,-0.0], [142.0,-1.520976423744028], [89.0,-0.7853662757263524], [50.0,-0.1975609756097561], [53.0,-0.7356101480176755]]", "[[0.0,-0.0], [142.0,-1.520976423744028], [89.0,-0.7853662757263524], [50.0,-0.1975609756097561], [53.0,-0.7356101480176755], [0.0,-0.0], [0.0,-0.0], [0.0,-0.0], [0.0,-0.0], [0.0,-0.0], [0.0,-0.0], [0.0,-0.0], [0.0,-0.0], [0.0,-0.0], [0.0,-0.0], [0.0,-0.0], [0.0,-0.0], [0.0,-0.0], [0.0,-0.0], [0.0,-0.0], [0.0,-0.0], [0.0,-0.0], [0.0,-0.0], [0.0,-0.0], [0.0,-0.0], [0.0,-0.0], [0.0,-0.0], [0.0,-0.0], [89.0,-0.7853662757263524], [0.0,-0.0], [51.0,-0.0], [152.0,-1.0455231914959364], [122.0,-0.668267373931735], [99.0,-0.3099130434782609], [62.0,-0.30110728587030006], [99.0,-0.3099130434782609], [51.0,-0.0], [99.0,-0.3099130434782609], [231.0,-0.7853662757263524], [53.0,-0.0], [128.0,-0.668267373931735], [84.0,-0.2128695652173913], [209.0,-0.7356101480176755], [74.0,-0.02348452857662905], [54.0,-0.0], [480.0,-0.7686728424232421], [225.0,-0.7356101480176755], [148.0,-0.668267373931735], [133.0,-0.2765853658536585], [89.0,-0.11289051636228795]]", 50
200, 3.379837809, "[[0.0,-0.0], [142.0,-1.520976423744028], [89.0,-0.7853662757263524], [50.0,-0.1975609756097561], [53.0,-0.7356101480176755]]", "[[0.0,-0.0], [142.0,-1.520976423744028], [89.0,-0.7853662757263524], [50.0,-0.1975609756097561], [53.0,-0.7356101480176755], [0.0,-0.0], [0.0,-0.0], [0.0,-0.0], [0.0,-0.0], [0.0,-0.0], [0.0,-0.0], [0.0,-0.0], [0.0,-0.0], [0.0,-0.0], [0.0,-0.0], [0.0,-0.0], [0.0,-0.0], [0.0,-0.0], [0.0,-0.0], [0.0,-0.0], [0.0,-0.0], [0.0,-0.0], [0.0,-0.0], [0.0,-0.0], [0.0,-0.0], [0.0,-0.0], [0.0,-0.0], [0.0,-0.0], [89.0,-0.7853662757263524], [0.0,-0.0], [0.0,-0.0], [0.0,-0.0], [0.0,-0.0], [0.0,-0.0], [0.0,-0.0], [0.0,-0.0], [89.0,-0.7853662757263524], [89.0,-0.7853662757263524], [0.0,-0.0], [51.0,-0.0], [152.0,-1.0455231914959364], [122.0,-0.668267373931735], [99.0,-0.3099130434782609], [62.0,-0.30110728587030006], [99.0,-0.3099130434782609], [51.0,-0.0], [99.0,-0.3099130434782609], [62.0,-0.30110728587030006], [162.0,-0.7853662757263524], [52.0,-0.0]]", 50
250, 3.635546123, "[[0.0,-0.0], [142.0,-1.520976423744028], [89.0,-0.7853662757263524], [50.0,-0.1975609756097561], [53.0,-0.7356101480176755]]", "[[0.0,-0.0], [142.0,-1.520976423744028], [89.0,-0.7853662757263524], [50.0,-0.1975609756097561], [53.0,-0.7356101480176755], [0.0,-0.0], [0.0,-0.0], [0.0,-0.0], [0.0,-0.0], [0.0,-0.0], [0.0,-0.0], [0.0,-0.0], [0.0,-0.0], [0.0,-0.0], [0.0,-0.0], [0.0,-0.0], [0.0,-0.0], [0.0,-0.0], [0.0,-0.0], [0.0,-0.0], [0.0,-0.0], [0.0,-0.0], [0.0,-0.0], [0.0,-0.0], [0.0,-0.0], [0.0,-0.0], [0.0,-0.0], [0.0,-0.0], [89.0,-0.7853662757263524], [0.0,-0.0], [0.0,-0.0], [0.0,-0.0], [0.0,-0.0], [0.0,-0.0], [0.0,-0.0], [0.0,-0.0], [89.0,-0.7853662757263524], [89.0,-0.7853662757263524], [0.0,-0.0], [53.0,-0.7356101480176755], [0.0,-0.0], [89.0,-0.7853662757263524], [0.0,-0.0], [0.0,-0.0], [0.0,-0.0], [89.0,-0.7853662757263524], [0.0,-0.0], [0.0,-0.0], [0.0,-0.0], [51.0,-0.0]]", 50
300, 3.9840628720000004, "[[0.0,-0.0], [142.0,-1.520976423744028], [89.0,-0.7853662757263524], [50.0,-0.1975609756097561], [53.0,-0.7356101480176755]]", "[[0.0,-0.0], [142.0,-1.520976423744028], [89.0,-0.7853662757263524], [50.0,-0.1975609756097561], [53.0,-0.7356101480176755], [0.0,-0.0], [0.0,-0.0], [0.0,-0.0], [0.0,-0.0], [0.0,-0.0], [0.0,-0.0], [0.0,-0.0], [0.0,-0.0], [0.0,-0.0], [0.0,-0.0], [0.0,-0.0], [0.0,-0.0], [0.0,-0.0], [0.0,-0.0], [0.0,-0.0], [0.0,-0.0], [0.0,-0.0], [0.0,-0.0], [0.0,-0.0], [0.0,-0.0], [0.0,-0.0], [0.0,-0.0], [0.0,-0.0], [89.0,-0.7853662757263524], [0.0,-0.0], [0.0,-0.0], [0.0,-0.0], [0.0,-0.0], [0.0,-0.0], [0.0,-0.0], [0.0,-0.0], [89.0,-0.7853662757263524], [89.0,-0.7853662757263524], [0.0,-0.0], [53.0,-0.7356101480176755], [0.0,-0.0], [89.0,-0.7853662757263524], [0.0,-0.0], [0.0,-0.0], [0.0,-0.0], [89.0,-0.7853662757263524], [0.0,-0.0], [0.0,-0.0], [0.0,-0.0], [53.0,-0.7356101480176755]]", 50
350, 4.2647017940000005, "[[0.0,-0.0], [142.0,-1.520976423744028], [89.0,-0.7853662757263524], [50.0,-0.1975609756097561], [53.0,-0.7356101480176755]]", "[[0.0,-0.0], [142.0,-1.520976423744028], [89.0,-0.7853662757263524], [50.0,-0.1975609756097561], [53.0,-0.7356101480176755], [0.0,-0.0], [0.0,-0.0], [0.0,-0.0], [0.0,-0.0], [0.0,-0.0], [0.0,-0.0], [0.0,-0.0], [0.0,-0.0], [0.0,-0.0], [0.0,-0.0], [0.0,-0.0], [0.0,-0.0], [0.0,-0.0], [0.0,-0.0], [0.0,-0.0], [0.0,-0.0], [0.0,-0.0], [0.0,-0.0], [0.0,-0.0], [0.0,-0.0], [0.0,-0.0], [0.0,-0.0], [0.0,-0.0], [89.0,-0.7853662757263524], [0.0,-0.0], [0.0,-0.0], [0.0,-0.0], [0.0,-0.0], [0.0,-0.0], [0.0,-0.0], [0.0,-0.0], [89.0,-0.7853662757263524], [89.0,-0.7853662757263524], [0.0,-0.0], [53.0,-0.7356101480176755], [0.0,-0.0], [89.0,-0.7853662757263524], [0.0,-0.0], [0.0,-0.0], [0.0,-0.0], [89.0,-0.7853662757263524], [0.0,-0.0], [0.0,-0.0], [0.0,-0.0], [53.0,-0.7356101480176755]]", 50
400, 4.506062019000001, "[[0.0,-0.0], [142.0,-1.520976423744028], [89.0,-0.7853662757263524], [50.0,-0.1975609756097561], [53.0,-0.7356101480176755]]", "[[0.0,-0.0], [142.0,-1.520976423744028], [89.0,-0.7853662757263524], [50.0,-0.1975609756097561], [53.0,-0.7356101480176755], [0.0,-0.0], [0.0,-0.0], [0.0,-0.0], [0.0,-0.0], [0.0,-0.0], [0.0,-0.0], [0.0,-0.0], [0.0,-0.0], [0.0,-0.0], [0.0,-0.0], [0.0,-0.0], [0.0,-0.0], [0.0,-0.0], [0.0,-0.0], [0.0,-0.0], [0.0,-0.0], [0.0,-0.0], [0.0,-0.0], [0.0,-0.0], [0.0,-0.0], [0.0,-0.0], [0.0,-0.0], [0.0,-0.0], [89.0,-0.7853662757263524], [0.0,-0.0], [0.0,-0.0], [0.0,-0.0], [0.0,-0.0], [0.0,-0.0], [0.0,-0.0], [0.0,-0.0], [89.0,-0.7853662757263524], [89.0,-0.7853662757263524], [0.0,-0.0], [53.0,-0.7356101480176755], [0.0,-0.0], [89.0,-0.7853662757263524], [0.0,-0.0], [0.0,-0.0], [0.0,-0.0], [89.0,-0.7853662757263524], [0.0,-0.0], [0.0,-0.0], [0.0,-0.0], [53.0,-0.7356101480176755]]", 50
450, 4.722816325, "[[0.0,-0.0], [142.0,-1.520976423744028], [89.0,-0.7853662757263524], [50.0,-0.1975609756097561], [53.0,-0.7356101480176755]]", "[[0.0,-0.0], [142.0,-1.520976423744028], [89.0,-0.7853662757263524], [50.0,-0.1975609756097561], [53.0,-0.7356101480176755], [0.0,-0.0], [0.0,-0.0], [0.0,-0.0], [0.0,-0.0], [0.0,-0.0], [0.0,-0.0], [0.0,-0.0], [0.0,-0.0], [0.0,-0.0], [0.0,-0.0], [0.0,-0.0], [0.0,-0.0], [0.0,-0.0], [0.0,-0.0], [0.0,-0.0], [0.0,-0.0], [0.0,-0.0], [0.0,-0.0], [0.0,-0.0], [0.0,-0.0], [0.0,-0.0], [0.0,-0.0], [0.0,-0.0], [89.0,-0.7853662757263524], [0.0,-0.0], [0.0,-0.0], [0.0,-0.0], [0.0,-0.0], [0.0,-0.0], [0.0,-0.0], [0.0,-0.0], [89.0,-0.7853662757263524], [89.0,-0.7853662757263524], [0.0,-0.0], [53.0,-0.7356101480176755], [0.0,-0.0], [89.0,-0.7853662757263524], [0.0,-0.0], [0.0,-0.0], [0.0,-0.0], [89.0,-0.7853662757263524], [0.0,-0.0], [0.0,-0.0], [0.0,-0.0], [53.0,-0.7356101480176755]]", 50
500, 4.900929984, "[[0.0,-0.0], [142.0,-1.520976423744028], [89.0,-0.7853662757263524], [50.0,-0.1975609756097561], [53.0,-0.7356101480176755]]", "[[0.0,-0.0], [142.0,-1.520976423744028], [89.0,-0.7853662757263524], [50.0,-0.1975609756097561], [53.0,-0.7356101480176755], [0.0,-0.0], [0.0,-0.0], [0.0,-0.0], [0.0,-0.0], [0.0,-0.0], [0.0,-0.0], [0.0,-0.0], [0.0,-0.0], [0.0,-0.0], [0.0,-0.0], [0.0,-0.0], [0.0,-0.0], [0.0,-0.0], [0.0,-0.0], [0.0,-0.0], [0.0,-0.0], [0.0,-0.0], [0.0,-0.0], [0.0,-0.0], [0.0,-0.0], [0.0,-0.0], [0.0,-0.0], [0.0,-0.0], [89.0,-0.7853662757263524], [0.0,-0.0], [0.0,-0.0], [0.0,-0.0], [0.0,-0.0], [0.0,-0.0], [0.0,-0.0], [0.0,-0.0], [89.0,-0.7853662757263524], [89.0,-0.7853662757263524], [0.0,-0.0], [53.0,-0.7356101480176755], [0.0,-0.0], [89.0,-0.7853662757263524], [0.0,-0.0], [0.0,-0.0], [0.0,-0.0], [89.0,-0.7853662757263524], [0.0,-0.0], [0.0,-0.0], [0.0,-0.0], [53.0,-0.7356101480176755]]", 50
