batch-id,duration,o-CRA,c-MinimiseClasslessFeatures,solutions-found,solution-model
0,00:00:55.113,-1.759259259259259,0.0,1,/home/alxbrd/projects/alxbrd/github/mde_optimiser/case_studies/cra/mdeo-results/experiment-cra_rulegen.mopt-190412-164257-matching-henshin/batch-0185C8CFC.xmi
