NFE, Elapsed Time, Approximation Set, Population, Population Size
10, 1.419319105, "[[34.3,2.0]]", "[[34.3,2.0], [38.6,2.0], [38.6,2.0], [38.6,2.0], [38.6,2.0], [34.400000000000006,2.0], [35.400000000000006,2.0], [35.400000000000006,2.0], [37.6,2.0], [38.6,2.0]]", 10
20, 1.9251351470000002, "[[34.3,2.0], [32.2,3.0]]", "[[34.3,2.0], [32.2,3.0], [34.400000000000006,2.0], [34.2,3.0], [34.2,3.0], [35.400000000000006,2.0], [34.3,3.0], [35.400000000000006,2.0], [34.3,3.0], [37.6,2.0]]", 10
30, 2.0783304190000003, "[[34.3,2.0], [29.9,4.0], [32.2,3.0]]", "[[34.3,2.0], [29.9,4.0], [32.2,3.0], [34.400000000000006,2.0], [31.0,4.0], [33.2,3.0], [35.400000000000006,2.0], [31.1,4.0], [34.2,3.0], [34.2,3.0]]", 10
40, 2.135139524, "[[34.3,2.0], [29.9,4.0], [32.2,3.0]]", "[[34.3,2.0], [29.9,4.0], [32.2,3.0], [29.9,4.0], [34.400000000000006,2.0], [31.0,4.0], [33.2,3.0], [31.0,4.0], [35.400000000000006,2.0], [31.1,4.0]]", 10
50, 2.282692076, "[[34.3,2.0], [28.8,5.0], [32.2,3.0], [29.9,4.0]]", "[[34.3,2.0], [28.8,5.0], [32.2,3.0], [29.9,4.0], [29.9,4.0], [28.8,5.0], [28.8,5.0], [28.8,5.0], [28.8,5.0], [34.400000000000006,2.0]]", 10
60, 2.3463615190000002, "[[34.3,2.0], [26.6,6.0], [32.2,3.0], [29.9,4.0], [28.8,5.0]]", "[[34.3,2.0], [26.6,6.0], [32.2,3.0], [29.9,4.0], [28.8,5.0], [29.9,4.0], [28.8,5.0], [28.8,5.0], [28.8,5.0], [28.8,5.0]]", 10
70, 2.4599646280000003, "[[34.3,2.0], [25.5,7.0], [29.9,4.0], [32.2,3.0], [27.700000000000003,5.0], [26.6,6.0]]", "[[34.3,2.0], [25.5,7.0], [29.9,4.0], [32.2,3.0], [27.700000000000003,5.0], [26.6,6.0], [29.9,4.0], [26.6,6.0], [27.6,6.0], [33.2,3.0]]", 10
80, 2.509719988, "[[34.3,2.0], [25.5,7.0], [29.9,4.0], [32.2,3.0], [27.700000000000003,5.0], [26.6,6.0]]", "[[34.3,2.0], [25.5,7.0], [29.9,4.0], [32.2,3.0], [27.700000000000003,5.0], [26.6,6.0], [29.9,4.0], [26.6,6.0], [25.5,7.0], [25.5,7.0]]", 10
90, 2.65042636, "[[34.3,2.0], [25.5,7.0], [29.9,4.0], [32.2,3.0], [27.700000000000003,5.0], [26.6,6.0]]", "[[34.3,2.0], [25.5,7.0], [29.9,4.0], [32.2,3.0], [27.700000000000003,5.0], [26.6,6.0], [29.9,4.0], [26.6,6.0], [25.5,7.0], [25.5,7.0]]", 10
100, 2.852117868, "[[34.3,2.0], [25.5,7.0], [29.9,4.0], [32.2,3.0], [27.700000000000003,5.0], [26.6,6.0]]", "[[34.3,2.0], [25.5,7.0], [29.9,4.0], [32.2,3.0], [27.700000000000003,5.0], [26.6,6.0], [29.9,4.0], [26.6,6.0], [25.5,7.0], [25.5,7.0]]", 10
110, 3.3248243360000003, "[[34.3,2.0], [25.5,7.0], [29.9,4.0], [32.2,3.0], [27.700000000000003,5.0], [26.6,6.0]]", "[[34.3,2.0], [25.5,7.0], [29.9,4.0], [32.2,3.0], [27.700000000000003,5.0], [26.6,6.0], [29.9,4.0], [26.6,6.0], [25.5,7.0], [25.5,7.0]]", 10
120, 3.7776551950000004, "[[34.3,2.0], [25.5,7.0], [29.9,4.0], [32.2,3.0], [27.700000000000003,5.0], [26.6,6.0]]", "[[34.3,2.0], [25.5,7.0], [29.9,4.0], [32.2,3.0], [27.700000000000003,5.0], [26.6,6.0], [29.9,4.0], [26.6,6.0], [25.5,7.0], [25.5,7.0]]", 10
130, 3.971924194, "[[34.3,2.0], [25.5,7.0], [29.9,4.0], [32.2,3.0], [27.700000000000003,5.0], [26.6,6.0]]", "[[34.3,2.0], [25.5,7.0], [29.9,4.0], [32.2,3.0], [27.700000000000003,5.0], [26.6,6.0], [29.9,4.0], [26.6,6.0], [25.5,7.0], [25.5,7.0]]", 10
140, 4.321924742, "[[34.3,2.0], [25.5,7.0], [29.9,4.0], [32.2,3.0], [27.700000000000003,5.0], [26.6,6.0]]", "[[34.3,2.0], [25.5,7.0], [29.9,4.0], [32.2,3.0], [27.700000000000003,5.0], [26.6,6.0], [29.9,4.0], [26.6,6.0], [25.5,7.0], [25.5,7.0]]", 10
150, 4.60391556, "[[34.3,2.0], [25.5,7.0], [29.9,4.0], [32.2,3.0], [27.700000000000003,5.0], [26.6,6.0]]", "[[34.3,2.0], [25.5,7.0], [29.9,4.0], [32.2,3.0], [27.700000000000003,5.0], [26.6,6.0], [29.9,4.0], [26.6,6.0], [25.5,7.0], [25.5,7.0]]", 10
160, 4.696881259, "[[34.3,2.0], [25.5,7.0], [29.9,4.0], [32.2,3.0], [27.700000000000003,5.0], [26.6,6.0]]", "[[34.3,2.0], [25.5,7.0], [29.9,4.0], [32.2,3.0], [27.700000000000003,5.0], [26.6,6.0], [29.9,4.0], [26.6,6.0], [25.5,7.0], [25.5,7.0]]", 10
170, 5.095818215, "[[34.3,2.0], [25.5,7.0], [29.9,4.0], [32.2,3.0], [27.700000000000003,5.0], [26.6,6.0]]", "[[34.3,2.0], [25.5,7.0], [29.9,4.0], [32.2,3.0], [27.700000000000003,5.0], [26.6,6.0], [29.9,4.0], [26.6,6.0], [25.5,7.0], [25.5,7.0]]", 10
180, 5.341475828, "[[34.3,2.0], [25.5,7.0], [29.9,4.0], [32.2,3.0], [27.700000000000003,5.0], [26.6,6.0]]", "[[34.3,2.0], [25.5,7.0], [29.9,4.0], [32.2,3.0], [27.700000000000003,5.0], [26.6,6.0], [29.9,4.0], [26.6,6.0], [25.5,7.0], [25.5,7.0]]", 10
